"contributor","address","agent","amount","date","committee","ward","lat","lon"
"Ellington Plaza-DG Partnership","7200 Wisconsin Ave No. 310",,500,2007-02-24,"Committee to Elect Yvette M. Alexander","3","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2007-02-24,"Committee to Elect Yvette M. Alexander","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 15, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2007-02-24,"Committee to Elect Yvette M. Alexander","6","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,500,2007-08-23,"Committee to Elect Yvette M. Alexander","Citywide","38.9810336413599","-77.0927269292173"
"Petworth Metro Ventures, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2007-08-23,"Committee to Elect Yvette M. Alexander","Citywide","38.9810336413599","-77.0927269292173"
"Kenyon Square North","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2007-08-23,"Committee to Elect Yvette M. Alexander","Citywide","38.9810336413599","-77.0927269292173"
"Ellington Plaza-DG Partnership","7200 Wisconsin Ave No. 310",,2000,2010-10-13,"Gray for Mayor","4","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,2000,2010-10-13,"Gray for Mayor","7","38.9810336413599","-77.0927269292173"
"Ellington Plaza-DG Partnership","7200 Wisconsin Ave No. 310",,1500,2010-06-16,"Kwame for Chair","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 15, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",1500,2010-06-16,"Kwame for Chair","1","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,1500,2010-06-16,"Kwame for Chair","8","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 16, LLC","7200 Wisconsin Ave No. 310",,1500,2010-06-16,"Kwame for Chair","4","38.9810336413599","-77.0927269292173"
"1407 W Street LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2008-01-28,"Muriel Bowser for Ward 4 2008","3","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,500,2008-01-28,"Muriel Bowser for Ward 4 2008","Citywide","38.9810336413599","-77.0927269292173"
"Kenyon Square North","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2008-01-28,"Muriel Bowser for Ward 4 2008","8","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 26, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2008-01-28,"Muriel Bowser for Ward 4 2008","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 15, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2008-01-28,"Muriel Bowser for Ward 4 2008","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 15, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2006-04-07,"Re-Elect Jim Graham (2006)","3","38.9810336413599","-77.0927269292173"
"Petworth Metro Ventures, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2006-04-07,"Re-Elect Jim Graham (2006)","7","38.9810336413599","-77.0927269292173"
"1331 Kenyon Street, LLC","7200 Wisconsin Ave No. 310","GEORGE O. NWANZE",500,2006-04-07,"Re-Elect Jim Graham (2006)","Citywide","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,500,2006-04-07,"Re-Elect Jim Graham (2006)","5","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 26, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2006-04-07,"Re-Elect Jim Graham (2006)","3","39.0058208584776","-77.1024958341315"
"1407 W Street LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2006-05-15,"Re-Elect Jim Graham (2006)","3","38.9810336413599","-77.0927269292173"
"Gates Owls Nest, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2006-05-15,"Re-Elect Jim Graham (2006)","7","38.9810336413599","-77.0927269292173"
"Tuscany Square, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2006-05-15,"Re-Elect Jim Graham (2006)","5","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 26, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2009-10-07,"Reelect Jim Graham 2010","7","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 26, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2009-10-07,"Reelect Jim Graham 2010","2","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,500,2009-12-24,"Reelect Jim Graham 2010","Citywide","38.9810336413599","-77.0927269292173"
"3801 Georgia Avenue, LLC","7200 Wisconsin Ave No. 310","RONALD L. WILLIAMS",500,2009-12-24,"Reelect Jim Graham 2010","3","38.9810336413599","-77.0927269292173"
"Ellington Plaza-DG Partnership","7200 Wisconsin Ave No. 310",,500,2009-12-24,"Reelect Jim Graham 2010","2","38.9810336413599","-77.0927269292173"
"Petworth Metro Ventures, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2009-12-24,"Reelect Jim Graham 2010","1","39.0058208584776","-77.1024958341315"
"Kenyon Square North","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2009-12-24,"Reelect Jim Graham 2010","Citywide","38.9810336413599","-77.0927269292173"
"DB Residential Partners, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2009-12-24,"Reelect Jim Graham 2010","8","38.9810336413599","-77.0927269292173"
"Highland Park West, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2009-12-24,"Reelect Jim Graham 2010","7","38.9810336413599","-77.0927269292173"
"1900 Vermont LLC.","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2010-06-09,"Reelect Jim Graham 2010","2","39.0058208584776","-77.1024958341315"
"1407 W Street LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2010-06-09,"Reelect Jim Graham 2010","Citywide","38.9810336413599","-77.0927269292173"
"Pennsylvania Building","7200 Wisconsin Ave No. 501","GDL AGENT INC.",500,2003-07-18,"Evans 2004","1","38.9810336413599","-77.0927269292173"
"River Road Associates","7200 Wisconsin Ave No. 501",,500,2003-07-18,"Evans 2004","5","38.9810336413599","-77.0927269292173"
"Square 3942","7200 Wisconsin Ave No. 501","C. RICHARD BEYDA",500,2003-07-18,"Evans 2004","Citywide","38.9810336413599","-77.0927269292173"
"SMC Seiling Limited","7220 Wisconsin Ave No. 200",,500,2010-10-20,"Thomas 2010","5","38.9812693989357","-77.0928410706315"
"SMC-Carrollton Station Limited","7220 Wisconsin Ave No. 200",,500,2010-10-25,"Thomas 2010","5","38.9812693989357","-77.0928410706315"
"First Bethesda Ventures, LLC","7220 Wisconsin Ave No. 210",,500,2011-07-25,"Bowser 2012","Citywide","38.9812693989357","-77.0928410706315"
"V Street Limited Partnership","7220 Wisconsin Ave No. 210",,500,2011-07-25,"Bowser 2012","3","38.9812693989357","-77.0928410706315"
"Stanley Martin Commercial, Inc.","7220 Wisconsin Ave No. 210","C T CORPORATION SYSTEM UNK",500,2011-07-25,"Bowser 2012","Citywide","38.9812693989357","-77.0928410706315"
"Stanley Martin Commercial, Inc.","7220 Wisconsin Ave No. 210","C T CORPORATION SYSTEM UNK",500,2011-06-16,"Evans 2012","7","38.9812693989357","-77.0928410706315"
"Stanley Martin Commercial, Inc.","7220 Wisconsin Ave No. 210","C T CORPORATION SYSTEM UNK",500,2011-06-16,"Evans 2012","5","38.9812693989357","-77.0928410706315"
"First Bethesda Ventures, LLC","7220 Wisconsin Ave No. 210",,500,2011-06-16,"Evans 2012","Citywide","38.9812693989357","-77.0928410706315"
"2800 V Street Limited Partnership","7220 Wisconsin Ave No. 210","C T CORPORATION SYSTEM UNK",500,2011-06-16,"Evans 2012","Citywide","38.9812693989357","-77.0928410706315"
"MTAFTAB Family Limited Partnership","7220 Wisconsin Ave No. 210",,500,2011-06-16,"Evans 2012","Citywide","38.9812693989357","-77.0928410706315"
"SMC-United Limited Partnership","7220 Wisconsin Ave No. 210",,500,2011-06-16,"Evans 2012","Citywide","38.9812693989357","-77.0928410706315"
"SMC United Industrial Limited","7220 Wisconsin Ave No. 210",,1000,2011-03-29,"Orange At-Large","5","38.9812693989357","-77.0928410706315"
"V Street Limited","7220 Wisconsin Ave No. 210",,1000,2011-03-29,"Orange At-Large","Citywide","38.9812693989357","-77.0928410706315"
"Family Choice Health Care","7272 Wisconsin Ave No. 300",,500,2007-04-22,"Committee to Elect Charles Gaither","Citywide","38.9818823686325","-77.0931378383082"
"S&K Holdings","7272 Wisconsin Ave No. 300",,500,2007-04-22,"Committee to Elect Charles Gaither","Citywide","38.9818823686325","-77.0931378383082"
"East River Park Associates, LTD","730 11th Street NW No. 600","C T CORPORATION SYSTEM UNK",500,2000-07-17,"Committee to Re-Elect Sandy Allen","Citywide","38.89932077","-77.02737205"
"4665- 75 LLC","730 11th Street NW No. 600",,500,2000-07-17,"Committee to Re-Elect Sandy Allen","Citywide","38.89932077","-77.02737205"
"Washington Mortgage Associates, Inc.","730 11th Street NW No. 600","STANLEY H. GOLDSCHMIDT",500,2000-07-17,"Committee to Re-Elect Sandy Allen","Citywide","38.89932077","-77.02737205"
"E&O Plaza LLC","730 11th Street NW No. 600",,2000,2000-07-20,"Committee to Re-Elect Tony Williams","Citywide","38.89932077","-77.02737205"
"Alabama Ft. Davis Shopping Center, LLC","730 11th Street NW No. 600",,2000,2000-07-20,"Committee to Re-Elect Tony Williams","Citywide","38.89932077","-77.02737205"
"2730 Corporation","730 11th Street NW No. 600","MARVIN R. JAWER",500,2002-05-01,"Re-Elect Jim Graham","5","38.89932077","-77.02737205"
"2730 Corporation","730 11th Street NW No. 600","MARVIN R. JAWER",500,2002-05-01,"Re-Elect Jim Graham","Citywide","38.89932077","-77.02737205"
"First South Captial, LLC","730 11th Street NW No. 600","GYFB INC.",500,2002-05-31,"Re-Elect Jim Graham","5","38.89932077","-77.02737205"
"First South Captial, LLC","730 11th Street NW No. 600","GYFB INC.",500,2002-05-31,"Re-Elect Jim Graham","5","38.89932077","-77.02737205"
"Mileston Advisors, LLC","750 17th Street NW No. 1050",,500,2003-07-31,"Evans 2004","7","38.89977346","-77.03982471"
"Milestone Funding, LLC","750 17th Street NW No. 1050",,500,2003-07-31,"Evans 2004","4","38.89977346","-77.03982471"
"Milestone Merchant Partners, LLC","750 17th Street NW No. 1050","C T CORPORATION SYSTEM UNK",500,2003-07-31,"Evans 2004","7","38.89977346","-77.03982471"
"Chevy Chase Lake Corporation","7501 Wisconsin Ave No. 1500",,500,2008-10-30,"Evans 2008","8","38.9846775076339","-77.0941290042304"
"Van Ness Square Corporation","7501 Wisconsin Ave No. 1500",,500,2008-10-30,"Evans 2008","5","38.9846775076339","-77.0941290042304"
"Checy Chase Property Company","7501 Wisconsin Ave No. 1500",,500,2008-10-30,"Evans 2008","Citywide","38.9846775076339","-77.0941290042304"
"Westminister Investing Corporation","7501 Wisconsin Ave No. 1500",,500,2008-10-30,"Evans 2008","7","38.9846775076339","-77.0941290042304"
"Derwood Investment Corporation","7501 Wisconsin Ave No. 1500",,500,2008-10-30,"Evans 2008","7","38.9846775076339","-77.0941290042304"
"Fred Doug & Stanton Comm Redev LLC","7735 Old Georgetown Rd No. 600",,1500,2010-06-07,"Orange for Chair","6","38.9871475837533","-77.098054660166"
"Congress Park Partner II","7735 Old Georgetown Rd No. 600","NATIONAL REGISTERED AGENTS INC.",1500,2010-06-07,"Orange for Chair","5","38.9871475837533","-77.098054660166"
"R I Station LLC","7735 Old Georgetown Rd No. 600",,1500,2010-06-07,"Orange for Chair","Citywide","38.9871475837533","-77.098054660166"
"Congress Park Partner II","7735 Old Georgetown Rd No. 600","NATIONAL REGISTERED AGENTS INC.",1500,2010-06-07,"Orange for Chair","Citywide","38.9871475837533","-77.098054660166"
"Mid-City Urban, LLC","7735 Old Georgetown Rd No. 600",,1000,2011-12-10,"Re-Elect Orange At Large 2012","7","38.9871475837533","-77.098054660166"
"FDS Residential II GP LP","7735 Old Georgetown Rd No. 600","NATIONAL REGISTERED AGENTS INC.",1000,2011-12-10,"Re-Elect Orange At Large 2012","5","38.9871475837533","-77.098054660166"
"Fred Doug & Stanton Comm Redev LLC","7735 Old Georgetown Rd No. 600",,1000,2011-12-10,"Re-Elect Orange At Large 2012","8","38.9871475837533","-77.098054660166"
"Bedford Plaza, LLC","7801 Norfolk Ave No. 200","ERNIE MARCUS",500,2006-06-07,"Re-Elect Jim Graham (2006)","Citywide","38.9885778616331","-77.0965150933682"
"Triangle Development Assoc., Inc.","7801 Norfolk Ave No. 200","ERNIC MARCUS",500,2006-06-08,"Re-Elect Jim Graham (2006)","1","38.9885778616331","-77.0965150933682"
"Triangle Development Assoc., Inc.","7801 Norfolk Ave No. 200","ERNIC MARCUS",500,2006-06-08,"Re-Elect Jim Graham (2006)","3","38.9885778616331","-77.0965150933682"
"Triangle Development Assoc., Inc.","7801 Norfolk Ave No. 200","ERNIC MARCUS",500,2009-12-24,"Reelect Jim Graham 2010","2","38.9885778616331","-77.0965150933682"
"Bedford Plaza, LLC","7801 Norfolk Ave No. 200","ERNIE MARCUS",500,2009-12-24,"Reelect Jim Graham 2010","8","38.9885778616331","-77.0965150933682"
"Vermont Associates","7811 Montrose Rd No. 500","UNAVAILABLE",2000,2005-10-18,"Citizens to Elect Linda Cropp Mayor","4","39.0569025422512","-77.1574077312347"
"1722 Eye St Assoc LP","7811 Montrose Rd No. 500","C. RICHARD BEYDA",2000,2005-10-18,"Citizens to Elect Linda Cropp Mayor","4","39.0569025422512","-77.1574077312347"
"River Road","7811 Montrose Rd No. 500",,500,2008-04-17,"Evans 2008","1","39.0569025422512","-77.1574077312347"
"12100 Nebel LP","7811 Montrose Rd No. 500",,500,2008-04-17,"Evans 2008","5","39.0569025422512","-77.1574077312347"
"Pennsylvania Building Associates","7811 Montrose Rd No. 500","GDL AGENT INC.",500,2008-04-17,"Evans 2008","Citywide","39.0569025422512","-77.1574077312347"
"Vermont Associates","7811 Montrose Rd No. 500","UNAVAILABLE",500,2008-04-17,"Evans 2008","Citywide","39.0569025422512","-77.1574077312347"
"5501 Connecticut Ave Assoc LP","7811 Montrose Rd No. 500","UNAVAILABLE",500,2008-04-17,"Evans 2008","1","39.0569025422512","-77.1574077312347"
"Nebel Center LP","7811 Montrose Rd No. 500",,500,2008-04-17,"Evans 2008","Citywide","39.0569025422512","-77.1574077312347"
"Square 3942 Associates LTD Partnership","7811 Montrose Rd No. 500","C. RICHARD BEYDA",500,2008-04-17,"Evans 2008","6","39.0569025422512","-77.1574077312347"
"DPG Holdings LLC","7811 Montrose Rd No. 500",,500,2008-04-17,"Evans 2008","Citywide","39.0569025422512","-77.1574077312347"
"5161 River Road Limited Partnership","7811 Montrose Rd No. 500",,500,2008-04-17,"Evans 2008","6","39.0569025422512","-77.1574077312347"
"Willco Construction Co. Inc.","7811 Montrose Rd No. 500","C. RICHARD BEYDA",500,2008-04-17,"Evans 2008","Citywide","39.0569025422512","-77.1574077312347"
"Vanguard Building LP","7811 Montrose Rd No. 500",,1500,2010-06-08,"Orange for Chair","7","39.0569025422512","-77.1574077312347"
"Pennsylvania Building Associates","7811 Montrose Rd No. 500","GDL AGENT INC.",1500,2010-06-08,"Orange for Chair","4","39.0569025422512","-77.1574077312347"
"Square 3942 Associates LTD Partnership","7811 Montrose Rd No. 500","C. RICHARD BEYDA",1000,2011-11-09,"Re-Elect Orange At Large 2012","Citywide","39.0569025422512","-77.1574077312347"
"Vermont Associates","7811 Montrose Rd No. 500","UNAVAILABLE",1000,2011-11-11,"Re-Elect Orange At Large 2012","1","39.0569025422512","-77.1574077312347"
"Vanguard Building LP","7811 Montrose Rd No. 500",,1000,2011-11-11,"Re-Elect Orange At Large 2012","Citywide","39.0569025422512","-77.1574077312347"
"1722 Eye St Assoc LP","7811 Montrose Rd No. 500","C. RICHARD BEYDA",1000,2011-11-11,"Re-Elect Orange At Large 2012","Citywide","39.0569025422512","-77.1574077312347"
"Pennsylvania Building Associates","7811 Montrose Rd No. 500","GDL AGENT INC.",1000,2011-11-11,"Re-Elect Orange At Large 2012","Citywide","39.0569025422512","-77.1574077312347"
"5501 Connecticut Ave Assoc LP","7811 Montrose Rd No. 500","UNAVAILABLE",1000,2011-11-11,"Re-Elect Orange At Large 2012","5","39.0569025422512","-77.1574077312347"
"DPG 2002 LLC","7811 Montrose Rd No. 500",,500,2011-10-20,"Tom Brown for Ward 7","Citywide","39.0371541340206","-77.2201858937187"
"DPG Holdings LLC","7811 Montrose Rd No. 500",,500,2011-10-20,"Tom Brown for Ward 7","5","39.0569025422512","-77.1574077312347"
"12100 Nebel LP","7811 Montrose Rd No. 500",,500,2011-10-28,"Tom Brown for Ward 7","Citywide","39.0569025422512","-77.1574077312347"
"Nebel Center LP","7811 Montrose Rd No. 500",,500,2011-10-28,"Tom Brown for Ward 7","Citywide","39.0569025422512","-77.1574077312347"
"Vermont Associates","7811 Montrose Rd No. 500","UNAVAILABLE",500,2011-10-28,"Tom Brown for Ward 7","5","39.0569025422512","-77.1574077312347"
"Willco Management","7811 Montrose Rd No. 500",,500,2011-10-28,"Tom Brown for Ward 7","6","39.0569025422512","-77.1574077312347"
"Greenhoot Inc.","7811 Montrose Rd No. 500","GDL AGENT INC.",500,2011-10-28,"Tom Brown for Ward 7","3","39.0569025422512","-77.1574077312347"
"Vanguard Building LP","7811 Montrose Rd No. 500",,500,2011-10-28,"Tom Brown for Ward 7","Citywide","39.0569025422512","-77.1574077312347"
"Pennsylvania Building Associates","7811 Montrose Rd No. 500","GDL AGENT INC.",500,2011-10-28,"Tom Brown for Ward 7","1","39.0569025422512","-77.1574077312347"
"1722 Eye St Assoc LP","7811 Montrose Rd No. 500","C. RICHARD BEYDA",500,2011-10-28,"Tom Brown for Ward 7","Citywide","39.0569025422512","-77.1574077312347"
"River Road","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","Citywide","39.0569025422512","-77.1574077312347"
"12100 Nebel LP","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","Citywide","39.0569025422512","-77.1574077312347"
"Nebel Center LP","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","Citywide","39.0569025422512","-77.1574077312347"
"5161 River LP","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","1","39.0569025422512","-77.1574077312347"
"Pennsylvania Avenue Associates","7811 Montrose Rd No. 5000","BRIAN K. ALBERT, ESQUIRE",500,2011-06-24,"Evans 2012","3","39.0569025422512","-77.1574077312347"
"Vermont Associates","7811 Montrose Rd No. 5000","UNAVAILABLE",500,2011-06-24,"Evans 2012","Citywide","39.0569025422512","-77.1574077312347"
"Greenhoot, Inc.","7811 Montrose Rd No. 5000","GDL AGENT INC.",500,2011-06-24,"Evans 2012","5","39.0569025422512","-77.1574077312347"
"Willco Management","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","Citywide","39.0569025422512","-77.1574077312347"
"C Square 3942 Associates","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","6","39.0569025422512","-77.1574077312347"
"DPG 2002","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","Citywide","39.0569025422512","-77.1574077312347"
"DPG Holdings","7811 Montrose Rd No. 5000",,500,2011-06-24,"Evans 2012","Citywide","39.0569025422512","-77.1574077312347"
"SAMCO LC","7819 Norfolk Ave No. 2",,500,2002-06-05,"Re-Elect Jim Graham","Citywide","38.9886596798149","-77.0966538206409"
"SAMCO LC","7819 Norfolk Ave No. 2",,500,2002-06-05,"Re-Elect Jim Graham","Citywide","38.9886596798149","-77.0966538206409"
"Pond point Investments","7850 Walker Dr No. 400",,2000,2008-12-12,"Fenty 2010","Citywide","38.9986022355697","-76.895142159802"
"Belmont Partners LLC","7850 Walker Dr No. 400","C T CORPORATION SYSTEM UNK",2000,2008-12-12,"Fenty 2010","1","38.9986022355697","-76.895142159802"
"Iason Company, LLC","7900 Old Branch Ave No. 210",,500,2006-09-05,"Bobb for School Board President","3","38.7821522118535","-76.8987539691703"
